Title,Price,Location,Detail Link
A home with Character - Home in Austin 3 Beds 2 Baths,429990,N/A,https://austincraigslistorg/reb/d/home-with-character-home-in-austin-beds/7760233749html
Bring your family home Home in Austin 4 Beds 3 Baths,469990,N/A,https://austincraigslistorg/reb/d/bring-your-family-home-home-in-austin/7760233554html
A home with Character - Home in Austin 4 Beds 3 Baths,488240,N/A,https://austincraigslistorg/reb/d/home-with-character-home-in-austin-beds/7760233358html
I Sell Fixer Uppers to Investors,170000,San Antonio,https://austincraigslistorg/reo/d/san-antonio-sell-fixer-uppers-to/7760218854html
Lots of new Seller offering up to 6000 towards buyers closing costs,229900,Seguin,https://austincraigslistorg/reb/d/seguin-lots-of-new-seller-offering-up/7760216098html
2 Bed 1 Bath ready to go IMMEDIATELY must have Land,123900,Austin,https://austincraigslistorg/reb/d/austin-bed-bath-ready-to-go-immediately/7760185568html
Luxurious Living that's Affordable - Home in San Marcos 3 Beds 2 Bat,289000,TRACE | San Marcos,https://austincraigslistorg/reb/d/luxurious-living-thats-affordable-home/7759252587html
One acre of unimproved land near the lake in Spicewood TX,375000,Spicewood,https://austincraigslistorg/reo/d/austin-one-acre-of-unimproved-land-near/7760153948html
Lots of new Seller offering up to 6000 towards buyers closing costs,229900,Seguin,https://austincraigslistorg/reb/d/seguin-lots-of-new-seller-offering-up/7760141204html
NO HOA Near ZDT's Amusement Park,209900,Seguin,https://austincraigslistorg/reb/d/seguin-no-hoa-near-zdts-amusement-park/7760142142html
New roof New HVAC New electrical & plumbing,209900,Seguin,https://austincraigslistorg/reb/d/seguin-new-roof-new-hvac-new-electrical/7754657842html
NO HOA Near ZDT's Amusement Park,209900,Seguin,https://austincraigslistorg/reb/d/seguin-no-hoa-near-zdts-amusement-park/7759438565html
Vacant Lot 2005 Acres in Hudspeth County,25442,Seguin,https://austincraigslistorg/reo/d/fort-hancock-vacant-lot-2005-acres-in/7760112942html
Beautiful Hill Country lot,79000,Lago Vista,https://austincraigslistorg/reo/d/leander-beautiful-hill-country-lot/7760104590html
Owner financing 10 acres with 3/2 manufacture home 15% down NO QUALIFI,309888,LULING TEXAS,https://austincraigslistorg/reo/d/luling-owner-financing-10-acres-with-2/7755312409html
3/2 HOME SALE,398990,LULING TEXAS,https://austincraigslistorg/reb/d/bryan-2-home-sale/7760086954html
Tarrytown Condo 2bed /2 bath Pool Sale,424500,Tarrytown,https://austincraigslistorg/reb/d/austin-tarrytown-condo-2bed-bath-pool/7755810258html
3 Bed 15 Bath 78704 Duplex,2100,South Austin,https://austincraigslistorg/reb/d/austin-bed-15-bath-duplex/7752290755html
Off-market 4000 sqft vacant corner lot only 14k,13990,Rockdale TX,https://austincraigslistorg/reo/d/rockdale-off-market-4000-sqft-vacant/7759081463html
Pristine 60k upgrades New Roof Single-Owner Home,499995,Pflugerville,https://austincraigslistorg/reb/d/pflugerville-pristine-60k-upgrades-new/7760051558html
Stunning & Spacious 3-bed 2-bath home in Pflugerville TX,399900,Pflugerville,https://austincraigslistorg/reb/d/pflugerville-stunning-spacious-bed-bath/7760048795html
1/3 acre lot No HOA New Siding & Windows,259900,Seguin,https://austincraigslistorg/reb/d/seguin-3-acre-lot-no-hoa-new-siding/7754052016html
No HOA New Siding New HVAC New Windows,259900,Seguin,https://austincraigslistorg/reb/d/seguin-no-hoa-new-siding-new-hvac-new/7758364281html
Lots of new Seller offering up to 6000 towards buyers closing costs,229900,Seguin,https://austincraigslistorg/reb/d/seguin-lots-of-new-seller-offering-up/7759437429html
New roof New HVAC New electrical & plumbing,209900,Seguin,https://austincraigslistorg/reb/d/seguin-new-roof-new-hvac-new-electrical/7754530625html
Just listed Gorgeous 4-bed 2-bath home in Kyle TX,325000,Pflugerville,https://austincraigslistorg/reb/d/kyle-just-listed-gorgeous-bed-bath-home/7760050878html
Huge Reduction to 489990 4BR Home 2946/mo,489990,Georgetown TX,https://austincraigslistorg/reb/d/georgetown-huge-reduction-to-br-home/7760039484html
Single-Story Delight: 4 Beds 2 Baths 1667 Sqft - Only 398990,398990,Pflugerville,https://austincraigslistorg/reb/d/pflugerville-single-story-delight-beds/7755637032html
Lease: 2-bed 2-bath Rental unit in Austin TX,1650,Austin,https://austincraigslistorg/reb/d/austin-lease-bed-bath-rental-unit-in/7760045961html
Exceptional 5 bed 3 bath Farm House,1525000,Driftwood,https://austincraigslistorg/reb/d/driftwood-exceptional-bed-bath-farm/7760031035html
Stunning 3 bed & bath home in Sunset Valley TX,799900,Sunset Valley,https://austincraigslistorg/reb/d/austin-stunning-bed-bath-home-in-sunset/7760039266html
Mobile Home For Sale - 2 bedrooms/1 bath,14900,Lockhart TX,https://austincraigslistorg/reo/d/lockhart-mobile-home-for-sale-bedrooms/7760031142html
Reduced Price on this Brand New Two Bedroom Home,124995,Austin TX,https://austincraigslistorg/reo/d/austin-reduced-price-on-this-brand-new/7760021727html
Deal Of The Month Call Today,179995,Austin TX,https://austincraigslistorg/reo/d/austin-deal-of-the-month-call-today/7760014061html
ELEGANCE IN TERAVISTA,440000,Teravista,https://austincraigslistorg/reb/d/georgetown-elegance-in-teravista/7752653015html
Spacious in Los Indios/Northwest Austin  NO HOA  LOW TAX RATE,599000,Los Indios,https://austincraigslistorg/reb/d/austin-spacious-in-los-indios-northwest/7754722910html
Great Buy in Buda's Elm Grove Neighborhood,554000,Buda Elm Grove,https://austincraigslistorg/reb/d/buda-great-buy-in-budas-elm-grove/7753738228html
3br 21/2 ba on 2ac,275000,San Saba,https://austincraigslistorg/reo/d/san-saba-3br-21-ba-on-2ac/7759089556html
Killeen 8-Plex with Instant Equity,369000,Killeen,https://austincraigslistorg/reb/d/killeen-killeen-plex-with-instant-equity/7756658858html
Paige House on 25 Acres,165000,Paige,https://austincraigslistorg/reb/d/paige-paige-house-on-25-acres/7758750252html
Very Discounted Elgin Flip/Rental Opportunity,186000,Elgin,https://austincraigslistorg/reb/d/elgin-very-discounted-elgin-flip-rental/7758758578html
2160 Sq Ft Get out of the city Nixon TX,219900,Nixon,https://austincraigslistorg/reb/d/pandora-2160-sq-ft-get-out-of-the-city/7754122211html
Lots of new Seller offering up to 6000 towards buyers closing costs,229900,Seguin,https://austincraigslistorg/reb/d/seguin-lots-of-new-seller-offering-up/7754057317html
3/15 Wood floors Gas range 2 living areas,239900,Seguin,https://austincraigslistorg/reb/d/seguin-15-wood-floors-gas-range-living/7754049393html
New windows New siding New HVAC Large lot,259900,Seguin,https://austincraigslistorg/reb/d/seguin-new-windows-new-siding-new-hvac/7754535084html
NO HOA Near ZDT's Amusement Park,209900,Seguin,https://austincraigslistorg/reb/d/seguin-no-hoa-near-zdts-amusement-park/7752462763html
Home Boasting with Personality,360000,Round Rock,https://austincraigslistorg/reb/d/round-rock-home-boasting-with/7759921029html
CONDO FOR SALE BY OWNER,219000,SAN ANTONIO,https://austincraigslistorg/reo/d/san-antonio-condo-for-sale-by-owner/7759314551html
How would you rate this home Home in Austin 2 Beds 2 Baths,575000,N/A,https://austincraigslistorg/reb/d/how-would-you-rate-this-home-home-in/7759908879html
The total package Home in Austin 5 Beds 5 Baths,1475000,N/A,https://austincraigslistorg/reb/d/the-total-package-home-in-austin-beds/7759908651html
Out with the old in with the new Res Lease in Austin 2 Beds 2 Baths,3000,N/A,https://austincraigslistorg/reb/d/out-with-the-old-in-with-the-new-res/7759905404html
Lot 17 Rolling Hills Dr,115000,Lampasas,https://austincraigslistorg/reb/d/lampasas-lot-17-rolling-hills-dr/7759904981html
020 acres of Development Ready Land for Sale,55000,Leander,https://austincraigslistorg/reo/d/leander-020-acres-of-development-ready/7759897772html
Creeks Crossing at Sun Communities 3 bed/2 bath home for sale,109995,Uhland/Kyle,https://austincraigslistorg/reo/d/kyle-creeks-crossing-at-sun-communities/7756254367html
1599/month-3 bed/2 bath-Sun Homes at Creeks Crossing,0,Uhland/Kyle,https://austincraigslistorg/reo/d/kyle-1599-month-bed-bath-sun-homes-at/7754026549html
5106 Columbia Way,245000,Kingsland,https://austincraigslistorg/reb/d/kingsland-5106-columbia-way/7759896084html
1000 Waterway Lane,1800000,Burnet,https://austincraigslistorg/reb/d/tow-1000-waterway-lane/7759896006html
Private Inventory of Investment Properties,0,Austin,https://austincraigslistorg/reb/d/austin-private-inventory-of-investment/7759887867html
Distressed Property For Sale in Northoaks,355000,Austin,https://austincraigslistorg/reb/d/austin-distressed-property-for-sale-in/7759883439html
Land for Lease: Small fenced lot for storage,1200,Austin,https://austincraigslistorg/reo/d/austin-land-for-lease-small-fenced-lot/7759870329html
GET INTO YOUR NEW HOME 0 DOWNðŸ˜ï¸,0,Austin GTLH HuttoRR Pfl Kyle Manor Elgin Buda,https://austincraigslistorg/reb/d/georgetown-get-into-your-new-home-down/7759857708html
Charming 3-Bedroom Home in Kyle TX - Move-In Ready with Fantastic Amenities,1800,Kyle,https://austincraigslistorg/reb/d/kyle-charming-bedroom-home-in-kyle-tx/7759849025html
Beautiful Oak Hill House - by owner,599000,Austin,https://austincraigslistorg/reo/d/austin-beautiful-oak-hill-house-by-owner/7759822993html
Huge Savings 3 BR Home Now 429990 Finance at 2586/mo,429990,Georgetown TX,https://austincraigslistorg/reb/d/georgetown-huge-savings-br-home-now/7751210717html
Save 51K Stunning Home for 485990 and 2922/mo,485990,Georgetown TX,https://austincraigslistorg/reb/d/georgetown-save-51k-stunning-home-for/7755609132html
Unbeatable Deal Spacious 4-Bedroom Home - Only 409990,409990,Leander TX,https://austincraigslistorg/reb/d/leander-unbeatable-deal-spacious/7753126200html
Save Big 3 BR Home Now 429990 Only 2586/mo,429990,Georgetown TX,https://austincraigslistorg/reb/d/georgetown-save-big-br-home-now-only/7753126152html
Reduced to 386990 Finance Your Home for Just 2745/mo,386990,Georgetown TX,https://austincraigslistorg/reb/d/georgetown-reduced-to-finance-your-home/7755945230html
Southern Colonial near Inter-Coastal Canal w/ Apartment Indoor pool,450000,Port arthur tx,https://austincraigslistorg/reo/d/port-arthur-southern-colonial-near/7757326785html
GET INTO YOUR NEW HOME 0 DOWN,0,Austin GTLH HuttoRR Pfl Kyle Manor Elgin Buda,https://austincraigslistorg/reb/d/georgetown-get-into-your-new-home-down/7756799496html
ðŸ«µðŸ½Own Your own Crib  0 DOWN ðŸ˜ï¸(OAC),0,Austin GTLH HuttoRR Pfl Kyle Manor Elgin Buda,https://austincraigslistorg/reb/d/georgetown-own-your-own-crib-down-oac/7759746407html
Sustainable family compound near the city,1320000,Spicewood,https://austincraigslistorg/reo/d/spicewood-sustainable-family-compound/7759741843html
03 Acre  Double Wide Mobile Home in Buda TX - no restrictions,225000,Buda,https://austincraigslistorg/reo/d/buda-03-acre-double-wide-mobile-home-in/7759735872html
9500 Lake lot in Brown county - OWNER FINANCE AVALIBLE,9500,Lake Brownwood,https://austincraigslistorg/reo/d/brownwood-9500-lake-lot-in-brown-county/7759738999html
land 55 acres and 1500 sq House for sale,0,Groesbeck,https://austincraigslistorg/reo/d/groesbeck-land-55-acres-and-1500-sq/7759730842html
ðŸ«µðŸ½SUMMER IS HERE   ðŸ†’ off in your new ðŸ˜ï¸,0,Austin GTLH HuttoRR Pfl Kyle Manor Elgin Buda,https://austincraigslistorg/reb/d/georgetown-summer-is-here-off-in-your/7759727893html
4 bed double wide mobile home  1 acre land in Bastrop for sale,329000,Bastrop,https://austincraigslistorg/reo/d/bastrop-bed-double-wide-mobile-home/7759721278html
SUPER SPECIAL THIS WEEKEND 1000 MOVE-IN,0,East Austin,https://austincraigslistorg/reo/d/elgin-super-special-this-weekend-1000/7759626530html
15% under market vale Owner Financing Lot for Sale,57000,Lago Vista,https://austincraigslistorg/reo/d/leander-15-under-market-vale-owner/7751160431html
107 Acre Hilltop Premier Lot with Cabin etc,1075000,Dripping Springs,https://austincraigslistorg/reo/d/dripping-springs-107-acre-hilltop/7759594688html
Land for Sale Guadalupe River,135900,Spring Branch / Serenity Oaks,https://austincraigslistorg/reo/d/spring-branch-land-for-sale-guadalupe/7759558728html
Turn Key AirBNB or Happy Home Owner  Walk to Country Club,450000,Lago Vista,https://austincraigslistorg/reb/d/austin-turn-key-airbnb-or-happy-home/7752307879html
2/1 duplex close to manchaca and william cannon,1595,austin,https://austincraigslistorg/reo/d/austin-1-duplex-close-to-manchaca-and/7759493239html
1 Texas Real Estate For Sale- NO MONEY DOWN,1,Austin,https://austincraigslistorg/reo/d/austin-texas-real-estate-for-sale-no/7759472742html
Gorgeous RV for rent,1200,Cedar Creek,https://austincraigslistorg/reo/d/cedar-creek-gorgeous-rv-for-rent/7754422086html
Granger 5 bedroom 3 bath on 12 ac Hwy 95 area,1540000,Granger Tx,https://austincraigslistorg/reo/d/granger-granger-bedroom-bath-on-12-ac/7759368900html
Insert Your Dream Home Here in Desired Horseshoe Bay,0,Horseshoe Bay,https://austincraigslistorg/reo/d/horseshoe-bay-insert-your-dream-home/7756432858html
Ahh the comfortable life Home in Austin 2 Beds 2 Baths,575000,Forest Hills | San Marcos,https://austincraigslistorg/reb/d/ahh-the-comfortable-life-home-in-austin/7759356702html
Bring your family home to this Home in Austin 5 Beds 5 Baths,1475000,Manor,https://austincraigslistorg/reb/d/bring-your-family-home-to-this-home-in/7759356597html
Luxurious Living that's Affordable - Res Lease in Austin 5 Beds 5 Baths,5000,Horseshoe Bay,https://austincraigslistorg/reb/d/luxurious-living-thats-affordable-res/7759356504html
What's in it for you Res Lease in Austin 2 Beds 2 Baths,3000,Austin,https://austincraigslistorg/reb/d/whats-in-it-for-you-res-lease-in-austin/7759356373html
Golf Course Living Elegant Open Floorplan Open House this weekend,550000,Georgetown TX,https://austincraigslistorg/reb/d/manor-golf-course-living-elegant-open/7759255094html
Home on Secluded 63 Acre Property with 3 Separate Lots Walk to TXST,699000,Forest Hills | San Marcos,https://austincraigslistorg/reb/d/home-on-secluded-63-acre-property-with/7759252572html
Room for rent,750,Manor,https://austincraigslistorg/reo/d/austin-room-for-rent/7759243070html
Great 1/4 acre Lot In Desired Horseshoe Bay Proper,19900,Horseshoe Bay,https://austincraigslistorg/reo/d/horseshoe-bay-great-4-acre-lot-in/7756412281html
East Austin Commercial Lot For Sale,1176000,Austin,https://austincraigslistorg/reb/d/austin-east-austin-commercial-lot-for/7759200890html
Incredible 51K Reduction on 3BR Home for 493990,493990,Georgetown TX,https://austincraigslistorg/reb/d/georgetown-incredible-51k-reduction-on/7749839482html
Fixer Uppers For Sale,350000,Austin,https://austincraigslistorg/reb/d/austin-fixer-uppers-for-sale/7759186991html
Off Market Eubank Acres Flip Opportunity,350000,Austin,https://austincraigslistorg/reb/d/austin-off-market-eubank-acres-flip/7759186528html
3 beds 2 baths on Eilers St,170000,Schulenburg,https://austincraigslistorg/reo/d/schulenburg-beds-baths-on-eilers-st/7759175281html
Price Adjusted Down 4000000,899990,Point Venture TX,https://austincraigslistorg/reb/d/leander-price-adjusted-down/7759138534html
Beautiful Lot - Nice Trees  - Quiet Wooded Wildlife Views,20900,Horseshoe Bay,https://austincraigslistorg/reo/d/horseshoe-bay-beautiful-lot-nice-trees/7756424047html
Make your dream a reality Land in Rockdale 0 Beds 0 Baths,93000,Rockdale,https://austincraigslistorg/reb/d/make-your-dream-reality-land-in/7758205963html
Exceptional Villa | Tuscan Village | 121 Rivalto Way | 579000,579000,Tuscan Village,https://austincraigslistorg/reb/d/horseshoe-bay-exceptional-villa-tuscan/7759074527html
CASH FLOWING 4 PLEX,800000,Austin,https://austincraigslistorg/reb/d/austin-cash-flowing-plex/7759077661html
House For Sale In Granger,285000,GRANGER,https://austincraigslistorg/reo/d/granger-house-for-sale-in-granger/7759054970html
House For Sale In Granger,265000,GRANGER,https://austincraigslistorg/reo/d/granger-house-for-sale-in-granger/7759050936html
House for Sale,850000,GRANGER,https://austincraigslistorg/reo/d/granger-house-for-sale/7759046602html
Off Market Property in Northoaks Subdivision (Distressed),370000,Austin,https://austincraigslistorg/reb/d/austin-off-market-property-in-northoaks/7759003572html
Climate Relief Rural,20000,Monterey VA,https://austincraigslistorg/reo/d/blue-grass-climate-relief-rural/7759003359html
Turn Key Single Family 3BR 2BA Great Schools Community Pool,460000,Austin,https://austincraigslistorg/reo/d/austin-turn-key-single-family-3br-2ba/7758995801html
Find a home the easy way - Pending in Austin 4 Beds 2 Baths,399990,GRANGER,https://austincraigslistorg/reb/d/find-home-the-easy-way-pending-in/7758926402html
Bring your family home Home in Austin 3 Beds 3 Baths,409990,GRANGER,https://austincraigslistorg/reb/d/bring-your-family-home-home-in-austin/7758926283html
The Perfect Home - Home in Austin 3 Beds 2 Baths,439990,GRANGER,https://austincraigslistorg/reb/d/the-perfect-home-home-in-austin-beds/7758924903html
Ready to go Home in Austin 3 Beds 2 Baths,429990,Austin,https://austincraigslistorg/reb/d/ready-to-go-home-in-austin-beds-baths/7758924275html
Can you see it Home in Austin 3 Beds 2 Baths,423990,Monterey VA,https://austincraigslistorg/reb/d/can-you-see-it-home-in-austin-beds-baths/7758924135html
It really is that easy Home in Austin 4 Beds 3 Baths,488240,Austin,https://austincraigslistorg/reb/d/it-really-is-that-easy-home-in-austin/7758923725html
The total package Home in Austin 3 Beds 2 Baths,429990,GRANGER,https://austincraigslistorg/reb/d/the-total-package-home-in-austin-beds/7758923546html
Out with the old in with the new Townhouse in Uhland 3 Beds 2 Baths,257990,GRANGER,https://austincraigslistorg/reb/d/out-with-the-old-in-with-the-new/7758917997html
Make your dream a reality Home in Liberty Hill 3 Beds 2 Baths,372730,GRANGER,https://austincraigslistorg/reb/d/make-your-dream-reality-home-in-liberty/7758917715html
Beautiful Residence - Home in Uhland 3 Beds 2 Baths,296990,Austin,https://austincraigslistorg/reb/d/beautiful-residence-home-in-uhland-beds/7758917565html
Undeniably Delightful Home in Kyle 4 Beds 3 Baths,781833,Monterey VA,https://austincraigslistorg/reb/d/undeniably-delightful-home-in-kyle-beds/7758917423html
Luxurious Living that's Affordable - Home in Elgin 4 Beds 2 Baths,308890,Austin,https://austincraigslistorg/reb/d/luxurious-living-thats-affordable-home/7758917021html
Beautiful Residence - Home in Elgin 4 Beds 2 Baths,308890,Pflugerville,https://austincraigslistorg/reb/d/beautiful-residence-home-in-elgin-beds/7758916854html
Out with the old in with the new Home in San Marcos 4 Beds 2 Baths,451245,Pflugerville,https://austincraigslistorg/reb/d/out-with-the-old-in-with-the-new-home/7758916637html
2020 Clayton Single wide manufactured house,75000,Austin,https://austincraigslistorg/reo/d/burnet-2020-clayton-single-wide/7754542009html
Elegant 4-Bedroom Home: 1885 Sqft 35 Baths - Just 409990,409990,Pflugerville,https://austincraigslistorg/reb/d/pflugerville-elegant-bedroom-home-1885/7749840478html
Stunning Home will Sell Fast,285900,Round Rock Georgetown Jarrell,https://austincraigslistorg/reo/d/weir-stunning-home-will-sell-fast/7758867832html
9500 Lake lot in Brown county - OWNER FINANCE AVALIBLE,9500,Lake Brownwood,https://austincraigslistorg/reb/d/brownwood-9500-lake-lot-in-brown-county/7758820223html
025 Vacant Lot Kingsland TX--Near Llano River,12000,Kingsland,https://austincraigslistorg/reo/d/kingsland-025-vacant-lot-kingsland-tx/7758821498html
ðŸŽ† 1000 Move-In SpecialðŸŽ†,398990,Homestead Estates Elgin,https://austincraigslistorg/reo/d/elgin-move-in-special/7758813319html
Complete Remodel with Lake Austin Views,850000,Apache Shores,https://austincraigslistorg/reb/d/austin-complete-remodel-with-lake/7749823878html
Rockdale 3 Beds 2 Baths Opportunity of a lifetime,240000,Rockdale,https://austincraigslistorg/reb/d/rockdale-beds-baths-opportunity-of/7758786820html
2020 Manufactured Home 3 Bedroom & 2 Bathroom For Sale Move In Ready,129000,Austin,https://austincraigslistorg/reb/d/austin-2020-manufactured-home-bedroom/7750176699html
2020 Manufactured Home 3 Bedroom & 2 Bathroom For Sale Move In Ready,129000,Austin,https://austincraigslistorg/reb/d/austin-2020-manufactured-home-bedroom/7749962514html
Perfect Single-Level Living: 4-Bedroom 2-Bath 1600 Sqft - 364990,364990,Pflugerville,https://austincraigslistorg/reb/d/pflugerville-perfect-single-level/7749514211html
Move-In Ready: 4 Bedroom 2 Bath Home - 1667 Sqft for 398990,398990,Pflugerville,https://austincraigslistorg/reb/d/pflugerville-move-in-ready-bedroom-bath/7749592443html
Modern Family Home: 4 Beds 35 Baths 1885 Sqft - Only 409990,409990,Pflugerville,https://austincraigslistorg/reb/d/pflugerville-modern-family-home-beds-35/7749592287html
Need a mentor who will actually do something besides take half,398990,Austin,https://austincraigslistorg/reo/d/austin-need-mentor-who-will-actually-do/7752383451html
"""Wanna-be"" investors screw themselves All the info is out there",398990,Austin,https://austincraigslistorg/reo/d/austin-wanna-be-investors-screw/7754172550html
1acre - Owner Financed Lot Available - Limited Restrictions,168500,Lago Vista,https://austincraigslistorg/reb/d/leander-1acre-owner-financed-lot/7758738439html
Stunning Downtown Views from this Luxury Townhome,759000,Mueller,https://austincraigslistorg/reb/d/austin-stunning-downtown-views-from/7749519933html
Mobile home lista para mover en venta / for sale,39000,Hutto,https://austincraigslistorg/reo/d/hutto-mobile-home-lista-para-mover-en/7750079397html
Sale mobile home in south austin by owner,137000,E Slaughter Ln,https://austincraigslistorg/reo/d/austin-sale-mobile-home-in-south-austin/7758644438html
Commercial - Storage Property,110000,Luling TX,https://austincraigslistorg/reb/d/luling-commercial-storage-property/7758630260html
selling a preowned tiny home with a covered deck,59900,Wiimberley,https://austincraigslistorg/reb/d/wimberley-selling-preowned-tiny-home/7758629116html
ðŸŽ† 1000 Move-In SpecialðŸŽ†,15000,Homestead Estates Elgin,https://austincraigslistorg/reo/d/elgin-move-in-special/7758557785html
2020 Manufactured Home 3 Bedroom & 2 Bathroom For Sale Move In Ready,150000,Austin,https://austincraigslistorg/reb/d/austin-2020-manufactured-home-bedroom/7749879969html
2020 Manufactured Home 3 Bedroom & 2 Bathroom For Sale Move In Ready,129000,Austin,https://austincraigslistorg/reb/d/austin-2020-manufactured-home-bedroom/7749788576html
Stunning home on 2 acres,675000,Hutto,https://austincraigslistorg/reb/d/hutto-stunning-home-on-acres/7758441226html
BIG BRAND NEW HOME OWNER FINANCED,420000,BASTROP,https://austincraigslistorg/reo/d/bastrop-big-brand-new-home-owner/7758420367html
1 bed 1 bath Smart Cottage,99000,New Braunfels,https://austincraigslistorg/reo/d/new-braunfels-bed-bath-smart-cottage/7750246719html
3/2 Singlewide  Great Condition  35000 obo  Delivery Included,35000,Seguin,https://austincraigslistorg/reb/d/seguin-2-singlewide-great-condition-obo/7758406286html
New Orleans SFH,870000,New Orleans,https://austincraigslistorg/reo/d/new-orleans-new-orleans-sfh/7758399077html
80' Waterfront - 2 Lots,778000,KINGSLAND,https://austincraigslistorg/reo/d/kingsland-80-waterfront-lots/7758405878html
I Sell Fixer Uppers to Investors,113000,SAN ANTONIO,https://austincraigslistorg/reo/d/san-antonio-sell-fixer-uppers-to/7758391184html
Be the first to live in this renovated home,3375,Austin,https://austincraigslistorg/reo/d/austin-be-the-first-to-live-in-this/7758390661html
1985 Prowler RV Travel Trailer - 45ft with Slide Out - 1500 OBO,1500,Leander,https://austincraigslistorg/reo/d/leander-1985-prowler-rv-travel-trailer/7758389090html
Fix & Flip House for Sale,12000,Austin,https://austincraigslistorg/reo/d/austin-fix-flip-house-for-sale/7749207501html
Garrison Park Property - 4 beds 2 baths 2 Car Garage,13000,Austin,https://austincraigslistorg/reb/d/manchaca-garrison-park-property-beds/7758369941html
Garrison Park Property - 4 beds 2 baths 2 Car Garage,14000,Austin,https://austincraigslistorg/reb/d/austin-garrison-park-property-beds/7758369247html
Garrison Park Property - 4 beds 2 baths 2 Car Garage,15000,Austin,https://austincraigslistorg/reb/d/austin-garrison-park-property-beds/7758368771html
Mobile home lot or residential lot for sale,75000,Lago vista,https://austincraigslistorg/reo/d/leander-mobile-home-lot-or-residential/7758350806html
Mobile home lot or residential lot for sale,55000,Lago vista,https://austincraigslistorg/reo/d/leander-mobile-home-lot-or-residential/7758350743html
3 Bed 1 Bath Fixer Upper 59 Acres,109500,Gonzales,https://austincraigslistorg/reo/d/gonzales-bed-bath-fixer-upper-59-acres/7754272728html
Residential Lot for Sale,100000,Wimberley Tx,https://austincraigslistorg/reb/d/wimberley-residential-lot-for-sale/7758268178html
Off Market Cornet lot in Rockdale Texas only 14k,13990,Rockdale,https://austincraigslistorg/reb/d/rockdale-off-market-cornet-lot-in/7758250292html
Don't Settle for A Resale  Stunning NEW HOME,305900,Round Rock Georgetown Jarrell,https://austincraigslistorg/reo/d/weir-dont-settle-for-resale-stunning/7758235057html
1/4 Acre Development Land in Lago Vista,34999,Lago Vista,https://austincraigslistorg/reo/d/leander-4-acre-development-land-in-lago/7758218844html
Plot of Land For Sale by Owner,250000,Austin,https://austincraigslistorg/reo/d/austin-plot-of-land-for-sale-by-owner/7758205388html
2867 Acres near Ledbetter Tx - Fenced Land,450000,Lee County - Giddings Burton Round Top Brenham,https://austincraigslistorg/reo/d/ledbetter-2867-acres-near-ledbetter-tx/7754797954html
Pflugerville Investment Property is 3 beds 2 baths 2 Car Garage,15000,Austin,https://austincraigslistorg/reb/d/round-rock-pflugerville-investment/7758179390html
Pflugerville Investment Property - 3 beds 2 baths 2 Car Garage,16000,Austin,https://austincraigslistorg/reb/d/round-rock-pflugerville-investment/7758139225html
Lake view lot on Lake Travis,85000,Lago Vista,https://austincraigslistorg/reo/d/leander-lake-view-lot-on-lake-travis/7757030550html
Investment Property â€“ 3 bed / 2 bath / 2 car garage house in 78660,19000,Austin,https://austincraigslistorg/reb/d/pflugerville-investment-property-bed/7758137793html
Investment Property- 3 beds 2 baths 2 Car Garage,200000,Austin,https://austincraigslistorg/reb/d/pflugerville-investment-property-beds/7758138344html
6203 Turtle Dove,279900,Dove Springs,https://austincraigslistorg/reb/d/austin-6203-turtle-dove/7758140495html
East Austin Storage Yard,3500,East Austin,https://austincraigslistorg/reb/d/austin-east-austin-storage-yard/7752289670html
Hurry Time is Almost Gone Make Your Move Sales Event Ends Soon,140000,East Austin Elgin,https://austincraigslistorg/reo/d/elgin-hurry-time-is-almost-gone-make/7758131288html
404 BUTTERCUP CREEK BLVD #6 - CONTACT MARY JO TO BUY,410000,East Austin Elgin,https://austincraigslistorg/reb/d/cedar-park-404-buttercup-creek-blvd/7755245504html
1254 acres of prime land,1390000,Jonestown,https://austincraigslistorg/reo/d/leander-1254-acres-of-prime-land/7756280355html
PRICE REDUCED 4 Bed | 45 Bath Home,3745000,Kalispell,https://austincraigslistorg/reb/d/kalispell-price-reduced-bed-45-bath-home/7758058362html
Shop Large fenced yard RV port Fresh paint,175000,Seguin,https://austincraigslistorg/reb/d/seguin-shop-large-fenced-yard-rv-port/7754527500html
3/2 Walk to ZDT's Amusement park,209900,Seguin,https://austincraigslistorg/reb/d/seguin-2-walk-to-zdts-amusement-park/7749889202html
RV Site All Bills Paid,600,Red Rock Bastrop County,https://austincraigslistorg/reo/d/red-rock-rv-site-all-bills-paid/7758045251html
Tiny home,15000,South Austin,https://austincraigslistorg/reo/d/austin-tiny-home/7757991670html
COMING SOON 239 Stone View Trl 78737,500000,Village at Ledge Stone Condo,https://austincraigslistorg/reb/d/austin-coming-soon-239-stone-view-trl/7757982910html
House of the week Home in Austin 2 Beds 2 Baths,575000,Lockhart,https://austincraigslistorg/reb/d/house-of-the-week-home-in-austin-beds/7757978875html
This home stands out Home in Austin 5 Beds 5 Baths,1475000,Sandia at The Legends,https://austincraigslistorg/reb/d/this-home-stands-out-home-in-austin/7757978814html
A home with Character - Res Lease in Austin 4 Beds 2 Baths,2800,Dripping Springs,https://austincraigslistorg/reb/d/home-with-character-res-lease-in-austin/7757978740html
Did someone say Dream Home Res Lease in Austin 5 Beds 5 Baths,5000,Round Rock,https://austincraigslistorg/reb/d/did-someone-say-dream-home-res-lease-in/7757978679html
